Abl.	Apul. flor.
Abl.	od.
Acad.	Char. dig.
Acc.	Aen.
Acc.	Brut.
Acc.	Charis. dig.
Acc.	ann. fr. inc.
Acc.	didasc.
Acc.	fr.
Acc.	praet.
Acc.	pragm.
Acc.	tr.
Acc.	tr. 
Acc.	tr. Aen.
Acc.	tr. Brut.
Acc.	tr. inc. fab.
Acc.	trag.
Acro.	de art. poët.
Act.	fr. arv. tab.
Act.	fratr. Arv.
Adv.	crit.
Aegrit.	Perdic.
Aesch.	Sept. adv. Theb.
Aethic.	cosmogr.
Afran.	com.
Afran.	com. 
African.	dig.
Agustin.	epist.
Akk.	Enn. ann.
Albin.	ad Liv.
Albin.	art. rhet.
Albin.	de art. rhet.
Albin.	orthogr.
Albinov.	ad Liv.
Albinov.	eleg.
Albinov.	in Maecen.
Alc.	Avit.
Alc.	Avit. ep.
Alc.	Avit. epist.
Alc.	Avit. homil.
Alc.	Avit. poëm.
Alcim.	Av. ep.
Alcim.	Avit.
Alcim.	Avit. ep.
Alcim.	Avit. epist.
Alcim.	Avit. fr.
Alcim.	Avit. homil.
Alcim.	Avit. poëm.
Alcim.	ad Sor.
Alcim.	ad soror.
Alcim.	ep.
Alcim.	epist.
Alcim.	homil. fr.
Ald.	Dynam.
Aldh.	de laud. virg.
Aldh.	de laud. virgin.
Aldh.	de laud. virginit.
Aldh.	de virginit.
Aldh.	epist.
Aldh.	laud. virg.
Aldhelm.	de laud. virg.
Alex.	Sev.
Alex.	Trall.
Alexandr.	Berol.
Alfen.	dig.
Als.	ep.
Altertumsw.	Jahrg.
Ambr.	de off.
Ambr.	epist.
Ambr.	hex.
Ambr.	hexaëm.
Ambros.	Isai.
Ambros.	Luc.
Ambros.	Tob.
Ambros.	ad Corinth.
Ambros.	apol. David.
Ambros.	cant. cantic.
Ambros.	de Abrah.
Ambros.	de Ioseph. patr.
Ambros.	de Nab.
Ambros.	de Tob.
Ambros.	de Tob. no.
Ambros.	de bened. patriarch.
Ambros.	de bon. mort.
Ambros.	de dign. sacerd.
Ambros.	de exc. fratr.
Ambros.	de exc. fratr. Sat.
Ambros.	de fid.
Ambros.	de fug. saec.
Ambros.	de fug. saecul.
Ambros.	de inc. dom. sacr.
Ambros.	de incarn. dom. sacr.
Ambros.	de incarn. dom. sacram.
Ambros.	de incarn. domin.
Ambros.	de inst. virg.
Ambros.	de instit. virg.
Ambros.	de laps. virg.
Ambros.	de laps. virg. consecr.
Ambros.	de laps. virgin.
Ambros.	de obit. Valent.
Ambros.	de off.
Ambros.	de off. min.
Ambros.	de off. ministr.
Ambros.	de paenit.
Ambros.	de parad.
Ambros.	de sacram.
Ambros.	de spir. scto.
Ambros.	de vid.
Ambros.	de virg.
Ambros.	de virg. consecr.
Ambros.	de virgg.
Ambros.	de virgin.
Ambros.	de vocat. gent.
Ambros.	ep.
Ambros.	epist.
Ambros.	exh. virg.
Ambros.	exhort. virg.
Ambros.	exhort. virgin.
Ambros.	gest. concil. Aquil.
Ambros.	gest. concil. Aquilei.
Ambros.	hex.
Ambros.	hexaëm.
Ambros.	hymn.
Ambros.	in Luc.
Ambros.	in Luc. prol.
Ambros.	in cant. cantic.
Ambros.	in psalm.
Ambros.	in psalm. praef.
Ambros.	inst. virg.
Ambros.	instit. virg.
Ambros.	off.
Ambros.	off. min.
Ambros.	serm.
Amm.	Sen.
Amm.	Vgl. Prisc.
Amm.	exc. Vales.
Ampel.	lib. mem.
Ampsacus.	Solin.
Anal.	Non.
Anal.	Prop.
Anal.	gramm.
Analect.	gramm.
Anbros.	de off.
Anecd.	Helv.
Anecd.	Helvet.
Anecd.	II.
Anecd.	ed. Rose. Vol.
Angustin.	conf.
Angustin.	epist.
Angustin.	in gen.
Anian.	ex Paul. sent.
Annot.	de ben.
Anon.	Ravenn.
Anon.	Val.
Anon.	de dub. nom.
Anon.	de solemn.
Anon.	de solemnit.
Anonym.	Orest. trag.
Anonym.	de solemn.
Ant.	imp.
Anth.	Lat.
Anthim.	praef.
Anthol.	Lat.
Anthol.	Lat. 
Anthol.	Lat. fasc.
Anthol.	Latin.
Anthol.	epigr. II. no.
Anthol.	epigr. Lat. spec.
Anthol.	epigr. spec.
Antib.	Aufl.
Antib.	Bd.
Anton.	Get.
Anton.	de eloqu.
Anton.	fr.
Anton.	imp.
Anton.	imper.
Anton.	itin.
Anton.	philos.
Antonin.	imp.
Apic.	Vgl.
Apic.	lib.
Apol.	apol.
Apol.	de mund.
Apoll.	de synt.
Apollin.	in Alcim. Avit. epist.
Apollon.	Rhod.
Apollon.	hist.
Append.	serm.
Apriss.	com.
Apul.	Flor.
Apul.	Hildebr. Apul. met.
Apul.	Plat.
Apul.	Vgl.
Apul.	Vgl. Hildebr. Apul. met.
Apul.	apol.
Apul.	apol. 
Apul.	de Plat.
Apul.	de Plat. 
Apul.	de apol.
Apul.	de diphth.
Apul.	de dogm. Plat.
Apul.	de dogm. Plaut.
Apul.	de mag.
Apul.	de mag. 
Apul.	de med.
Apul.	de mund.
Apul.	de mund. 
Apul.	de mund. praef. in. Prisc.
Apul.	de not. aspir.
Apul.	de orth.
Apul.	de orthogr.
Apul.	doctr. Plat.
Apul.	dogm. Plat.
Apul.	flor.
Apul.	fr. no.
Apul.	herb.
Apul.	in Anthol. Lat.
Apul.	inc. libr. fr.
Apul.	met.
Apul.	met. 
Apul.	met. fr.
Apul.	met. fr. vol.
Apul.	mund.
Apul.	orthogr.
Apul.	poët. apol.
Aquil.	Rom.
Aquil.	Roman.
Aquil.	de fig. sent.
Arat.	act. apost.
Arator.	in act. apost.
Arcad.	Charis. dig.
Arcad.	dig.
Archiloch.	fr.
Argum.	Plaut. Epid.
Argum.	Plaut. capt.
Argum.	mostell. Plaut.
Argument.	ad Plaut. asin.
Arist.	II.
Arist.	anal. post.
Arist.	anal. pr.
Arist.	categ.
Arist.	categ. syll. introd.
Arist.	post. anal.
Arist.	top.
Aristoph.	Nub.
Aristoph.	equ.
Aristot.	anal. post.
Aristot.	anal. poster.
Aristot.	anal. pr.
Aristot.	anal. prior.
Aristot.	analyt. post.
Aristot.	analyt. prior.
Aristot.	categ.
Aristot.	de interpr.
Aristot.	de interpr. ed. pr.
Aristot.	de interpr. ed. sec.
Aristot.	elench.
Aristot.	elench. soph.
Aristot.	elench. sophist.
Aristot.	herm. sec.
Aristot.	periherm.
Aristot.	perist.
Aristot.	praedic.
Aristot.	rhet.
Aristot.	top.
Aristot.	topic.
