Abl.	Apul. flor.
Abl.	od.
Ac.
Acad.
Acad.	Char. dig.
Acc.
Acc.	Aen.
Acc.	Brut.
Acc.	Charis. dig.
Acc.	ann. fr. inc.
Acc.	didasc.
Acc.	fr. inc.
Acc.	inc. fab.
Acc.	praet.
Acc.	pragm.
Acc.	tr.
Aceph.
Acephal.
Ach.
Acro.	de art. poët.
Act.	fr. arv. tab.
Act.	fratr. Arv.
Add.
Add.	ad Caes.
Addend.
Adimant.
Adv.
Adv.	crit.
Advers.
Advv.
Aegrit.	Perdic.
Aen.
Aesch.	Sept. adv. Theb.
Aeschyl.	Sept.
Aeth.
Aethic.	cosmogr.
Afr.
Afran.
Afran.	com.
African.	dig.
Agam.
Ages.
Agg.
Aglaoph.
Agr.
Agroec.
Agroet.
Agustin.	epist.
Air.
Akk.	Enn. ann.
Al.
Albin.
Albin.	ad Liv.
Albin.	art. rhet.
Albin.	orthogr.
Albinov.	ad Liv.
Albinov.	eleg.
Alc.
Alc.	Avit.
Alcib.
Alcim.	Av. ep.
Alcim.	Avit.
Alcim.	ad Sor.
Alcim.	epist.
Alcim.	homil. fr.
Ald.	Dynam.
Aldh.	de laud. virg.
Aldh.	epist.
Aldhelm.	de laud. virg.
Alex.
Alex.	Sev.
Alex.	Trall.
Alexandr.	Berol.
Alfen.	dig.
Als.
Als.	ep.
Alterth.
Altertumsw.
Altertumsw.	Jahrg.
Ambr.	de off.
Ambr.	epist.
Ambr.	hex.
Ambros.
Ambros.	David.
Ambros.	Isai.
Ambros.	Luc.
Ambros.	Tob.
Ambros.	ad Corinth.
Ambros.	apol. David.
Ambros.	cant. cantic.
Ambros.	de Abrah.
Ambros.	de Ioseph. patr.
Ambros.	de Nab.
Ambros.	de bened. patriarch.
Ambros.	de bon. mort.
Ambros.	de dign. sacerd.
Ambros.	de exc. fratr.
Ambros.	de fid.
Ambros.	de fug. saec.
Ambros.	de inc. dom. sacr.
Ambros.	de inst. virg.
Ambros.	de instit. virg.
Ambros.	de laps. virg. consecr.
Ambros.	de laps. virgin.
Ambros.	de obit. Valent.
Ambros.	de off.
Ambros.	de paenit.
Ambros.	de parad.
Ambros.	de virgin.
Ambros.	de vocat. gent.
Ambros.	epist.
Ambros.	exh. virg.
Ambros.	exhort. virgin.
Ambros.	gest. concil. Aquil.
Ambros.	hex.
Ambros.	hymn.
Ambros.	in psalm.
Ambros.	serm.
Amm.
Amm.	Sen.
Amm.	Vgl. Prisc.
Amm.	exc. Vales.
Ampel.
Ampel.	lib. mem.
Amph.
Ampsacus.	Solin.
Anal.	Non.
Anal.	Prop.
Anal.	gramm.
Analect.	gramm.
Anbros.	de off.
Andr.
Anecd.
Anecd.	Helv.
Anecd.	II.
Anecd.	ed. Rose. Vol.
Angustin.	conf.
Angustin.	epist.
Angustin.	in gen.
Anian.	ex Paul. sent.
Anm.
Anmerk.
Annot.	de ben.
Anon.	Ravenn.
Anon.	Val.
Anon.	de dub. nom.
Anon.	de solemn.
Anonym.	Orest. trag.
Anonym.	de solemn.
Ant.	imp.
Anth.
Anth.	Lat.
Anthim.
Anthim.	praef.
Anthol.
Anthol.	Lat.
Anthol.	epigr. II. no.
Anthol.	epigr. spec.
Anthol.	fasc.
Antib.
Antib.	Aufl.
Antib.	Bd.
Anton.
Anton.	Get.
Anton.	Pi.
Anton.	de eloqu.
Anton.	fr.
Anton.	imp.
Anton.	itin.
Anton.	philos.
Antonin.
Antonin.	imp.
Anz.
Ap.
Apic.
Apic.	Vgl.
Apic.	lib.
Apol.	apol.
Apol.	de mund.
Apoll.	de synt.
Apollon.	Rhod.
Apollon.	hist.
Append.
Append.	serm.
Apriss.	com.
Apul.
Apul.	Flor.
Apul.	Hildebr. Apul. met.
Apul.	Plat.
Apul.	Vgl.
Apul.	apol.
Apul.	de diphth.
Apul.	de dogm. Plaut.
Apul.	de mag.
Apul.	de med.
Apul.	de mund.
Apul.	de not. aspir.
Apul.	de orth.
Apul.	de orthogr.
Apul.	fr.
Apul.	fr. no.
Apul.	fr. vol.
Apul.	herb.
Apul.	in Anthol. Lat.
Apul.	praef. in. Prisc.
Aquil.	Rom.
Aquil.	de fig. sent.
Arab.
Arat.
Arat.	act. apost.
Arator.	in act. apost.
Arcad.	Charis. dig.
Arch.
Archiloch.	fr.
Argum.
Argum.	Plaut. Epid.
Argum.	mostell. Plaut.
Argument.	ad Plaut. asin.
Arian.
Arist.
Arist.	II.
Arist.	anal. post.
Arist.	categ.
Arist.	top.
Aristoph.	Nub.
Aristoph.	equ.
Aristot.
Aristot.	anal.
Aristot.	anal. post.
Aristot.	analyt. prior.
Aristot.	categ.
Aristot.	de interpr.
Aristot.	de interpr. ed. pr.
Aristot.	de interpr. ed. sec.
Aristot.	elench.
Aristot.	periherm.
Aristot.	perist.
Aristot.	praedic.
Aristot.	rhet.
Aristot.	top.
Arnob.
Arnob.	adv. nat.
Arnob.	apol.
Arnob.	in psalm.
Arnob.	iun. confl.
Arnob.	poët.
Arr.	Men. dig.
Arr.	dig.
Arrian.
Arrus.	Mess.
Ascl.
Asclep.
Ascon.
Ascon.	Cic. II. Verr.
Ascon.	Cic. Mil.
Ascon.	Hor. carm.
Ascon.	de tog. cand.
Ascon.	in Caec.
Ascon.	in Caecil.
Ascon.	in Cic. Scaur.
Asin.	in Cic. ep.
Assumpt.	Mos.
At.	Fortunat.
Atell.
Atell.	inc.
Atil.	Fortun. art. metr.
Atil.	Fortunat.
Atil.	com.
Att.
Att.	fr.
Att.	tr.
Auct.	Aetn.
Auct.	Cosmogr.
Auct.	Priap.
Auct.	Vict. Caes.
Auct.	Vict. epit.
Auct.	ad Liv.
Auct.	ad Pis.
Auct.	argum.
Auct.	bell. Afr.
Auct.	class.
Auct.	de Philom.
Auct.	de Phoen.
Auct.	de aucup.
Auct.	de div. fabr. archit.
Auct.	de dub. nom.
Auct.	de fig.
Auct.	de gen. idiom.
Auct.	de genes.
Auct.	de idiom. cas.
Auct.	de libr.
Auct.	de mirac. mund.
Auct.	de pond.
Auct.	de ponder.
Auct.	de praenom.
Auct.	de progen. Aug.
Auct.	de schem. dian.
Auct.	de vir. ill.
Auct.	de virt. herb.
Auct.	descr. orb.
Auct.	epit. Iliad.
Auct.	frgm. iur. anteiust.
Auct.	in Boëth.
Auct.	in Catil.
Auct.	in Pison.
Auct.	in Sall.
Auct.	in obit. Maecen.
Auct.	inc. exc. mathem.
Auct.	inc. pan. Constant.
Auct.	it. Alex.
